age,task_category,difficulty,points,past_completion_rate,current_streak,total_tasks_assigned,day_of_week,time_of_day,performance_level,streak_x_completion,age_x_difficulty,points_x_completion,success
8,1,1,60,0.62,8,42,0,19,6,4.96,8,37.2,1
5,9,2,5,0.65,19,87,2,15,6,12.35,10,3.25,1
7,8,1,100,0.24,10,31,4,20,2,2.4,7,24.0,0
6,0,1,80,0.23,6,67,1,14,2,1.3800000000000001,6,18.400000000000002,0
11,5,0,50,0.54,1,23,5,9,5,0.54,0,27.0,1
14,6,1,85,0.62,22,22,1,17,6,13.64,14,52.7,1
10,8,1,55,0.74,0,10,0,21,7,0.0,10,40.7,1
6,5,2,50,0.3,9,71,6,9,3,2.6999999999999997,12,15.0,0
12,9,0,5,0.45,1,47,0,23,4,0.45,0,2.25,1
16,8,1,5,0.97,21,18,1,3,9,20.37,16,4.85,1
16,7,1,55,0.62,1,18,2,8,6,0.62,16,34.1,1
16,9,2,40,0.57,0,27,1,0,5,0.0,32,22.799999999999997,1
16,4,0,10,0.23,15,17,4,2,2,3.45,0,2.3000000000000003,1
5,2,2,75,0.17,10,58,2,11,1,1.7000000000000002,10,12.750000000000002,0
6,2,1,35,0.46,20,8,3,19,4,9.200000000000001,6,16.1,1
11,3,0,5,0.8,5,45,0,14,8,4.0,0,4.0,1
11,6,1,90,0.62,5,16,1,15,6,3.1,11,55.8,1
9,6,0,20,0.85,6,39,2,18,8,5.1,0,17.0,1
16,5,2,30,0.64,30,48,3,11,6,19.2,32,19.2,1
11,2,0,95,0.95,19,93,2,19,9,18.05,0,90.25,1
5,9,2,95,0.3,9,10,6,9,3,2.6999999999999997,10,28.5,0
12,5,0,75,0.43,6,97,3,17,4,2.58,0,32.25,1
16,2,1,70,0.94,24,66,2,17,9,22.56,16,65.8,1
11,4,1,70,0.42,11,85,2,21,4,4.62,11,29.4,1
12,7,2,5,0.32,17,53,6,11,3,5.44,24,1.6,0
5,6,1,100,0.73,18,53,2,10,7,13.14,5,73.0,1
6,1,1,95,0.64,10,79,1,10,6,6.4,6,60.800000000000004,1
11,8,1,5,0.31,5,55,2,12,3,1.55,11,1.55,0
12,9,1,10,0.85,17,7,6,9,8,14.45,12,8.5,1
16,6,1,5,0.69,20,50,1,16,6,13.799999999999999,16,3.4499999999999997,1
16,2,2,60,0.03,9,14,3,4,0,0.27,32,1.7999999999999998,0
17,7,1,5,0.86,20,82,1,0,8,17.2,17,4.3,1
15,9,0,30,0.33,3,24,6,7,3,0.99,0,9.9,1
13,0,0,95,0.82,23,37,2,22,8,18.86,0,77.89999999999999,1
11,2,1,65,0.24,30,93,0,9,2,7.199999999999999,11,15.6,1
13,7,1,95,0.85,20,12,2,21,8,17.0,13,80.75,1
6,2,2,100,0.95,8,48,6,17,9,7.6,12,95.0,1
14,3,2,90,0.31,28,81,6,7,3,8.68,28,27.9,1
15,4,2,100,0.63,19,88,4,2,6,11.97,30,63.0,1
11,9,1,40,0.94,29,98,5,20,9,27.259999999999998,11,37.599999999999994,1
14,5,0,25,0.55,15,84,5,10,5,8.25,0,13.750000000000002,1
6,2,0,95,0.69,2,71,0,15,6,1.38,0,65.55,1
15,4,2,75,0.25,2,16,0,9,2,0.5,30,18.75,0
14,6,0,35,0.42,0,73,4,19,4,0.0,0,14.7,1
16,1,0,55,0.67,9,87,6,10,6,6.03,0,36.85,1
14,6,2,20,0.62,14,84,2,1,6,8.68,28,12.4,1
5,5,2,80,0.37,16,27,2,21,3,5.92,10,29.6,0
9,5,2,45,0.17,0,92,2,5,1,0.0,18,7.65,0
5,8,1,15,0.88,5,70,5,13,8,4.4,5,13.2,1
10,4,2,10,0.83,17,57,1,10,8,14.11,20,8.299999999999999,1
10,0,2,60,0.31,10,16,4,1,3,3.1,20,18.6,0
14,3,1,60,0.83,24,60,0,14,8,19.919999999999998,14,49.8,1
17,9,1,5,0.99,21,52,0,21,9,20.79,17,4.95,1
11,9,1,20,0.21,11,13,1,17,2,2.31,11,4.2,0
9,8,0,65,0.85,10,100,6,11,8,8.5,0,55.25,1
14,5,2,30,0.48,23,8,5,13,4,11.04,28,14.399999999999999,1
14,9,0,25,0.42,26,85,0,11,4,10.92,0,10.5,1
11,9,2,45,0.6,13,3,6,16,6,7.8,22,27.0,0
12,6,0,5,0.01,22,29,2,2,0,0.22,0,0.05,0
5,9,1,60,0.99,22,100,3,18,9,21.78,5,59.4,1
6,5,1,35,0.7,19,34,1,17,7,13.299999999999999,6,24.5,1
10,6,0,35,0.48,18,66,5,23,4,8.64,0,16.8,1
9,9,2,15,0.24,17,95,3,22,2,4.08,18,3.5999999999999996,0
13,7,0,20,0.56,2,81,6,21,5,1.12,0,11.200000000000001,1
16,1,0,40,0.23,15,79,2,21,2,3.45,0,9.200000000000001,1
7,3,0,20,0.27,5,36,0,20,2,1.35,0,5.4,1
12,0,2,75,0.88,24,13,1,15,8,21.12,24,66.0,1
13,7,2,70,0.24,23,66,3,19,2,5.52,26,16.8,0
15,0,2,15,0.19,30,23,1,23,1,5.7,30,2.85,0
5,8,0,30,0.88,9,37,4,9,8,7.92,0,26.4,1
15,3,1,20,0.6,16,100,6,17,6,9.6,15,12.0,1
6,6,1,95,0.35,3,98,0,9,3,1.0499999999999998,6,33.25,1
7,5,2,95,0.02,22,81,1,16,0,0.44,14,1.9000000000000001,0
9,2,0,45,0.76,15,6,5,3,7,11.4,0,34.2,1
13,3,2,20,0.24,15,87,2,6,2,3.5999999999999996,26,4.8,0
9,0,0,10,0.84,23,86,3,18,8,19.32,0,8.4,1
7,5,2,15,0.5,7,32,2,16,5,3.5,14,7.5,0
6,3,1,85,0.16,5,7,0,20,1,0.8,6,13.6,0
10,2,2,80,0.62,17,48,2,12,6,10.54,20,49.6,1
7,1,0,65,0.95,0,82,0,13,9,0.0,0,61.75,1
7,0,2,25,0.95,26,17,2,0,9,24.7,14,23.75,1
12,6,1,50,0.72,20,44,5,6,7,14.399999999999999,12,36.0,1
11,2,2,25,0.12,22,32,5,10,1,2.6399999999999997,22,3.0,0
5,1,0,40,0.27,29,78,3,17,2,7.83,0,10.8,1
16,9,1,5,0.59,26,73,0,16,5,15.34,16,2.9499999999999997,1
9,8,2,95,0.26,8,86,5,18,2,2.08,18,24.7,0
9,9,1,25,0.35,14,19,5,1,3,4.8999999999999995,9,8.75,1
9,4,0,20,0.45,11,53,1,18,4,4.95,0,9.0,1
9,9,0,45,0.81,10,13,6,9,8,8.100000000000001,0,36.45,1
9,4,1,70,0.69,11,63,2,16,6,7.59,9,48.3,1
6,4,2,55,0.16,4,91,4,16,1,0.64,12,8.8,0
13,6,1,65,0.32,0,72,4,7,3,0.0,13,20.8,1
5,4,0,15,0.48,17,38,1,2,4,8.16,0,7.199999999999999,1
8,9,0,40,0.78,22,78,4,15,7,17.16,0,31.200000000000003,1
10,4,2,40,0.62,15,63,3,4,6,9.3,20,24.8,1
16,7,2,20,1.0,8,20,1,8,9,8.0,32,20.0,1
6,2,1,5,0.72,27,68,5,6,7,19.439999999999998,6,3.5999999999999996,1
9,1,0,50,0.47,5,30,6,14,4,2.3499999999999996,0,23.5,1
7,0,1,50,0.91,19,62,2,6,9,17.29,7,45.5,1
12,0,2,10,0.86,7,21,1,19,8,6.02,24,8.6,1
14,8,2,90,0.9,30,59,1,7,9,27.0,28,81.0,1
10,2,0,5,0.53,29,68,1,20,5,15.370000000000001,0,2.6500000000000004,1
12,5,1,90,0.89,25,23,3,7,8,22.25,12,80.1,1
7,1,2,100,0.28,24,99,2,3,2,6.720000000000001,14,28.000000000000004,0
16,0,2,85,0.35,16,73,5,22,3,5.6,32,29.749999999999996,0
16,1,2,20,0.91,25,78,4,8,9,22.75,32,18.2,1
7,8,0,80,0.82,22,72,1,9,8,18.04,0,65.6,1
7,0,1,45,0.19,21,76,5,20,1,3.99,7,8.55,0
10,5,0,50,0.2,9,73,5,14,2,1.8,0,10.0,1
16,1,2,75,0.13,0,35,0,18,1,0.0,32,9.75,0
15,3,0,50,0.15,24,26,6,20,1,3.5999999999999996,0,7.5,1
17,0,0,100,0.65,21,95,6,14,6,13.65,0,65.0,1
8,1,1,35,0.22,9,83,1,0,2,1.98,8,7.7,0
15,8,2,80,0.76,5,40,2,15,7,3.8,30,60.8,1
13,3,2,5,0.92,3,18,0,5,9,2.7600000000000002,26,4.6000000000000005,1
10,7,2,90,0.94,13,77,0,1,9,12.219999999999999,20,84.6,1
7,4,0,95,0.99,26,85,1,15,9,25.74,0,94.05,1
17,2,1,50,0.65,11,23,0,14,6,7.15,17,32.5,1
11,9,2,15,0.36,26,70,1,2,3,9.36,22,5.3999999999999995,1
17,9,1,80,0.51,11,14,3,12,5,5.61,17,40.8,1
10,0,0,90,0.05,11,36,2,0,0,0.55,0,4.5,1
17,2,1,75,0.39,3,86,6,4,3,1.17,17,29.25,1
8,1,1,25,0.34,15,48,0,0,3,5.1000000000000005,8,8.5,1
5,0,0,65,0.86,24,69,2,15,8,20.64,0,55.9,1
9,3,2,80,0.99,7,71,2,14,9,6.93,18,79.2,1
15,1,2,90,0.27,29,47,4,2,2,7.83,30,24.3,0
8,0,0,20,0.17,25,10,4,5,1,4.25,0,3.4000000000000004,1
8,6,0,80,0.97,10,15,0,4,9,9.7,0,77.6,1
14,8,0,35,0.96,23,12,0,4,9,22.08,0,33.6,1
11,2,0,75,0.02,1,50,6,14,0,0.02,0,1.5,0
13,2,2,60,0.16,4,74,1,10,1,0.64,26,9.6,0
9,6,1,45,0.49,7,10,3,19,4,3.4299999999999997,9,22.05,1
6,4,1,60,0.9,30,7,1,12,9,27.0,6,54.0,1
10,3,1,50,0.16,29,27,3,5,1,4.64,10,8.0,0
9,6,1,75,0.87,23,17,1,13,8,20.01,9,65.25,1
16,7,1,15,0.49,20,57,4,0,4,9.8,16,7.35,1
9,5,1,30,0.76,9,93,6,5,7,6.84,9,22.8,1
16,0,1,100,0.78,8,19,2,9,7,6.24,16,78.0,1
14,7,2,10,0.38,7,62,0,19,3,2.66,28,3.8,0
15,6,0,35,0.29,24,66,4,15,2,6.959999999999999,0,10.149999999999999,1
8,1,0,70,0.05,11,49,6,10,0,0.55,0,3.5,1
14,9,1,30,0.93,3,99,5,20,9,2.79,14,27.900000000000002,1
16,5,1,30,0.26,2,45,0,21,2,0.52,16,7.800000000000001,1
16,4,0,75,0.61,25,8,5,16,6,15.25,0,45.75,1
11,8,0,85,0.8,7,44,4,22,8,5.6000000000000005,0,68.0,1
16,5,1,85,0.64,30,29,3,8,6,19.2,16,54.4,1
10,4,2,90,0.45,24,79,3,18,4,10.8,20,40.5,1
14,7,1,25,0.35,9,21,5,18,3,3.15,14,8.75,1
15,0,2,50,0.21,16,22,6,15,2,3.36,30,10.5,0
10,6,2,45,0.59,15,87,4,10,5,8.85,20,26.549999999999997,1
5,7,2,70,0.91,15,24,6,10,9,13.65,10,63.7,1
8,0,2,20,0.33,0,70,6,12,3,0.0,16,6.6000000000000005,0
12,8,2,100,0.26,3,14,6,19,2,0.78,24,26.0,0
8,2,1,70,0.48,20,92,5,18,4,9.6,8,33.6,1
14,9,0,75,0.34,6,57,0,0,3,2.04,0,25.500000000000004,1
5,2,2,100,0.96,11,79,5,12,9,10.559999999999999,10,96.0,1
8,5,0,90,0.85,11,58,0,11,8,9.35,0,76.5,1
8,2,0,95,0.72,12,10,1,21,7,8.64,0,68.39999999999999,1
15,0,0,50,0.31,13,36,6,3,3,4.03,0,15.5,1
14,7,0,95,0.83,21,37,0,21,8,17.43,0,78.85,1
5,3,1,80,0.33,30,2,3,18,3,9.9,5,26.400000000000002,1
17,3,0,85,0.89,8,6,0,2,8,7.12,0,75.65,1
12,1,0,10,0.75,30,91,3,0,7,22.5,0,7.5,1
14,7,0,85,0.26,26,59,4,1,2,6.76,0,22.1,1
13,7,1,40,0.48,20,14,3,18,4,9.6,13,19.2,1
17,2,1,60,0.61,15,40,3,1,6,9.15,17,36.6,1
6,0,0,65,0.64,29,84,6,14,6,18.56,0,41.6,1
12,4,0,5,0.59,14,8,0,16,5,8.26,0,2.9499999999999997,1
8,2,1,65,0.38,27,10,4,0,3,10.26,8,24.7,1
11,1,0,85,0.91,25,32,6,14,9,22.75,0,77.35000000000001,1
5,0,1,10,0.83,3,1,1,4,8,2.4899999999999998,5,8.299999999999999,1
7,1,0,65,0.56,6,79,0,10,5,3.3600000000000003,0,36.400000000000006,1
6,0,0,15,0.76,28,70,0,23,7,21.28,0,11.4,1
11,9,0,45,0.73,3,1,6,12,7,2.19,0,32.85,1
12,6,2,85,0.9,26,9,0,3,9,23.400000000000002,24,76.5,1
9,9,1,15,0.08,25,100,3,7,0,2.0,9,1.2,0
7,8,0,25,0.36,18,49,2,4,3,6.4799999999999995,0,9.0,1
14,5,2,65,0.12,14,19,0,2,1,1.68,28,7.8,0
12,0,0,55,0.25,9,77,3,10,2,2.25,0,13.75,1
10,0,0,45,0.92,5,92,0,16,9,4.6000000000000005,0,41.4,1
15,2,1,45,0.64,1,43,5,14,6,0.64,15,28.8,1
10,9,1,5,0.98,5,38,1,8,9,4.9,10,4.9,1
15,2,1,35,0.25,11,23,1,3,2,2.75,15,8.75,0
15,5,1,85,0.44,30,16,6,21,4,13.2,15,37.4,1
8,2,0,25,0.02,2,89,1,19,0,0.04,0,0.5,0
17,2,0,40,0.11,16,54,3,13,1,1.76,0,4.4,1
16,7,1,50,0.52,5,23,4,23,5,2.6,16,26.0,1
12,8,0,80,0.91,19,8,0,9,9,17.29,0,72.8,1
14,6,0,10,0.7,29,50,3,12,7,20.299999999999997,0,7.0,1
12,6,0,95,0.38,20,21,6,22,3,7.6,0,36.1,1
14,6,2,50,0.84,19,9,5,1,8,15.959999999999999,28,42.0,1
9,7,0,70,0.3,19,42,6,8,3,5.7,0,21.0,1
10,8,1,50,0.91,11,60,3,22,9,10.01,10,45.5,1
6,3,2,75,0.11,6,33,1,14,1,0.66,12,8.25,0
13,9,0,30,0.52,27,60,6,6,5,14.040000000000001,0,15.600000000000001,1
7,2,1,65,0.43,10,33,6,23,4,4.3,7,27.95,1
13,4,0,80,0.86,24,77,6,9,8,20.64,0,68.8,1
11,4,1,45,0.65,6,94,0,23,6,3.9000000000000004,11,29.25,1
5,2,2,20,0.85,7,50,3,10,8,5.95,10,17.0,1
17,9,1,60,0.9,6,71,4,5,9,5.4,17,54.0,1
8,2,0,50,0.79,10,93,1,6,7,7.9,0,39.5,1
10,6,1,85,0.81,4,100,6,16,8,3.24,10,68.85000000000001,1
14,6,1,80,0.67,9,78,5,4,6,6.03,14,53.6,1
15,0,0,100,0.55,3,26,1,20,5,1.6500000000000001,0,55.00000000000001,1
12,6,0,100,0.08,11,87,3,15,0,0.88,0,8.0,1
5,1,1,15,0.12,2,46,5,16,1,0.24,5,1.7999999999999998,0
6,6,0,35,0.07,7,79,2,5,0,0.49000000000000005,0,2.45,0
6,5,2,75,0.88,29,52,2,1,8,25.52,12,66.0,1
14,1,1,35,0.9,14,82,2,0,9,12.6,14,31.5,1
10,7,2,100,0.75,24,18,0,11,7,18.0,20,75.0,1
6,0,2,100,0.56,2,8,0,20,5,1.12,12,56.00000000000001,0
9,4,0,5,0.04,14,63,1,4,0,0.56,0,0.2,0
15,6,1,65,0.57,4,58,5,13,5,2.28,15,37.05,1
15,3,2,5,0.83,16,23,3,6,8,13.28,30,4.1499999999999995,1
7,6,1,70,0.74,22,83,0,2,7,16.28,7,51.8,1
9,3,0,10,0.46,7,77,4,15,4,3.22,0,4.6000000000000005,1
6,4,0,45,0.85,30,24,3,23,8,25.5,0,38.25,1
9,2,2,40,0.03,12,86,6,8,0,0.36,18,1.2,0
16,6,0,50,0.94,16,94,1,23,9,15.04,0,47.0,1
13,1,1,80,0.3,23,18,5,17,3,6.8999999999999995,13,24.0,1
16,9,1,50,0.87,11,69,2,21,8,9.57,16,43.5,1
12,4,0,90,0.79,9,63,2,4,7,7.11,0,71.10000000000001,1
17,8,2,80,0.8,5,84,2,10,8,4.0,34,64.0,1
14,7,2,90,0.94,17,23,1,9,9,15.979999999999999,28,84.6,1
10,5,2,50,0.03,20,36,1,3,0,0.6,20,1.5,0
5,0,0,50,0.64,19,52,0,3,6,12.16,0,32.0,1
17,7,1,85,0.32,8,48,1,18,3,2.56,17,27.2,1
16,0,2,60,0.44,19,70,3,12,4,8.36,32,26.4,1
7,6,2,30,0.85,6,31,4,10,8,5.1,14,25.5,1
17,3,2,5,0.03,21,81,1,20,0,0.63,34,0.15,0
10,5,0,100,0.33,21,24,6,20,3,6.930000000000001,0,33.0,1
10,6,2,35,0.45,26,63,5,23,4,11.700000000000001,20,15.75,1
8,1,0,60,0.16,11,68,5,15,1,1.76,0,9.6,1
17,0,0,40,1.0,23,15,0,14,9,23.0,0,40.0,1
10,1,1,40,0.67,11,72,1,13,6,7.37,10,26.8,1
7,4,2,30,0.12,2,44,3,18,1,0.24,14,3.5999999999999996,0
9,4,0,90,0.5,17,61,0,14,5,8.5,0,45.0,1
6,3,1,100,0.22,28,90,5,16,2,6.16,6,22.0,1
15,9,0,10,0.91,25,36,4,5,9,22.75,0,9.1,1
10,6,0,80,0.21,13,36,1,21,2,2.73,0,16.8,1
17,3,0,70,0.08,4,1,5,19,0,0.32,0,5.6000000000000005,1
14,2,2,70,0.66,21,93,5,15,6,13.860000000000001,28,46.2,1
13,4,0,80,0.48,3,41,1,12,4,1.44,0,38.4,1
15,7,0,10,0.69,14,96,2,1,6,9.66,0,6.8999999999999995,1
11,6,2,95,0.1,29,83,1,23,1,2.9000000000000004,22,9.5,0
13,5,2,65,0.52,18,36,2,2,5,9.36,26,33.800000000000004,1
11,4,2,40,0.21,24,11,0,10,2,5.04,22,8.4,0
11,8,1,50,0.96,5,50,5,4,9,4.8,11,48.0,1
6,8,0,65,0.72,21,2,5,7,7,15.12,0,46.8,1
17,6,0,30,0.23,11,95,0,17,2,2.5300000000000002,0,6.9,1
10,2,0,100,0.66,13,46,3,2,6,8.58,0,66.0,1
8,0,1,40,0.8,16,57,0,20,8,12.8,8,32.0,1
15,4,2,50,0.68,30,35,2,6,6,20.400000000000002,30,34.0,1
5,0,1,50,0.78,26,87,6,14,7,20.28,5,39.0,1
16,7,1,50,0.12,28,38,3,23,1,3.36,16,6.0,1
17,5,0,85,0.21,12,32,1,5,2,2.52,0,17.849999999999998,1
10,3,0,70,0.2,10,59,5,11,2,2.0,0,14.0,1
12,8,1,65,0.87,14,8,1,10,8,12.18,12,56.55,1
5,7,2,65,0.43,1,50,4,20,4,0.43,10,27.95,0
15,5,0,85,0.94,22,19,3,2,9,20.68,0,79.89999999999999,1
5,6,2,100,0.41,11,95,1,4,4,4.51,10,41.0,0
11,4,1,45,0.87,20,91,2,2,8,17.4,11,39.15,1
7,4,0,45,0.2,13,67,2,16,2,2.6,0,9.0,1
8,5,2,65,0.05,0,9,4,21,0,0.0,16,3.25,0
15,2,0,85,0.49,12,81,1,16,4,5.88,0,41.65,1
13,1,2,35,0.71,18,81,5,4,7,12.78,26,24.849999999999998,1
12,1,2,20,0.51,18,29,4,3,5,9.18,24,10.2,0
13,7,2,25,0.1,10,1,0,16,1,1.0,26,2.5,0
6,7,2,60,0.46,23,2,0,16,4,10.58,12,27.6,0
5,8,1,75,0.68,10,96,1,4,6,6.800000000000001,5,51.00000000000001,1
11,2,1,100,0.78,10,17,5,16,7,7.800000000000001,11,78.0,1
14,3,0,85,0.11,25,52,6,13,1,2.75,0,9.35,1
10,1,1,80,0.2,6,11,6,19,2,1.2000000000000002,10,16.0,0
17,7,1,95,0.25,7,42,1,22,2,1.75,17,23.75,1
17,7,2,70,0.8,25,45,2,19,8,20.0,34,56.0,1
8,7,1,60,0.06,27,67,1,10,0,1.6199999999999999,8,3.5999999999999996,0
11,6,2,55,0.11,6,77,0,14,1,0.66,22,6.05,0
7,7,0,55,0.25,22,25,3,5,2,5.5,0,13.75,1
13,1,2,35,0.29,7,43,0,6,2,2.03,26,10.149999999999999,0
8,4,1,5,0.71,9,76,3,20,7,6.39,8,3.55,1
13,7,1,75,0.3,23,38,3,22,3,6.8999999999999995,13,22.5,1
10,4,2,45,0.54,3,66,6,15,5,1.62,20,24.3,1
13,2,0,25,0.89,28,42,4,17,8,24.92,0,22.25,1
12,7,1,10,0.9,11,8,1,2,9,9.9,12,9.0,1
10,1,0,50,0.76,12,48,0,17,7,9.120000000000001,0,38.0,1
16,6,1,70,0.62,29,55,5,23,6,17.98,16,43.4,1
8,8,1,45,0.29,28,63,0,7,2,8.12,8,13.049999999999999,1
9,1,0,55,0.74,20,67,6,22,7,14.8,0,40.7,1
17,3,1,15,0.03,11,100,3,4,0,0.32999999999999996,17,0.44999999999999996,0
14,9,1,70,0.84,11,54,6,5,8,9.24,14,58.8,1
16,0,1,80,0.63,27,31,4,7,6,17.01,16,50.4,1
8,6,1,80,0.45,9,13,0,23,4,4.05,8,36.0,1
15,8,1,35,0.59,28,16,5,3,5,16.52,15,20.65,1
13,2,2,10,0.9,6,86,2,1,9,5.4,26,9.0,1
14,3,1,85,0.18,23,88,0,15,1,4.14,14,15.299999999999999,1
8,2,0,35,0.08,0,56,3,12,0,0.0,0,2.8000000000000003,0
9,6,2,60,0.1,30,65,2,15,1,3.0,18,6.0,0
13,8,1,100,0.47,17,66,2,11,4,7.989999999999999,13,47.0,1
13,7,2,60,0.47,18,62,0,3,4,8.459999999999999,26,28.2,1
9,9,0,75,0.92,19,38,3,2,9,17.48,0,69.0,1
15,9,0,65,0.59,29,23,6,7,5,17.11,0,38.35,1
15,9,1,20,0.02,27,84,6,23,0,0.54,15,0.4,0
8,2,1,85,0.96,12,67,6,13,9,11.52,8,81.6,1
13,9,2,85,0.3,0,3,1,5,3,0.0,26,25.5,0
11,5,0,40,1.0,28,41,1,8,9,28.0,0,40.0,1
6,1,1,30,0.04,14,53,2,3,0,0.56,6,1.2,0
17,3,0,55,0.18,18,37,4,11,1,3.2399999999999998,0,9.9,1
12,6,0,40,0.71,20,97,4,13,7,14.2,0,28.4,1
16,1,0,90,0.27,30,81,5,18,2,8.100000000000001,0,24.3,1
7,9,1,10,0.3,10,27,4,13,3,3.0,7,3.0,0
11,1,0,95,0.45,15,49,1,3,4,6.75,0,42.75,1
15,3,1,50,0.63,12,97,0,8,6,7.5600000000000005,15,31.5,1
16,3,0,60,0.74,29,86,4,20,7,21.46,0,44.4,1
8,4,2,95,0.87,22,47,1,2,8,19.14,16,82.65,1
7,0,0,85,0.77,18,6,2,1,7,13.86,0,65.45,1
17,0,0,45,0.1,21,58,0,6,1,2.1,0,4.5,1
11,4,0,40,0.8,23,32,1,2,8,18.400000000000002,0,32.0,1
8,4,2,25,0.31,9,81,3,3,3,2.79,16,7.75,0
17,8,2,80,0.87,12,21,6,2,8,10.44,34,69.6,1
17,7,1,100,0.85,21,94,5,9,8,17.849999999999998,17,85.0,1
16,2,2,100,0.18,1,14,3,4,1,0.18,32,18.0,0
12,4,2,25,0.08,10,12,3,10,0,0.8,24,2.0,0
5,7,2,95,0.42,2,29,1,8,4,0.84,10,39.9,0
15,0,2,45,0.59,26,11,4,13,5,15.34,30,26.549999999999997,1
16,5,0,100,0.4,5,62,0,8,4,2.0,0,40.0,1
10,7,0,70,0.32,22,69,5,13,3,7.04,0,22.400000000000002,1
17,8,1,30,0.84,29,28,3,16,8,24.36,17,25.2,1
10,7,1,20,0.68,14,16,1,2,6,9.520000000000001,10,13.600000000000001,1
14,9,2,35,0.85,20,78,6,2,8,17.0,28,29.75,1
12,6,2,80,0.0,27,97,3,20,0,0.0,24,0.0,0
5,0,0,30,0.65,18,55,6,5,6,11.700000000000001,0,19.5,1
16,4,1,55,0.18,16,38,1,0,1,2.88,16,9.9,1
16,0,0,100,0.55,16,82,6,1,5,8.8,0,55.00000000000001,1
11,4,1,55,0.83,9,95,4,2,8,7.47,11,45.65,1
15,8,1,90,0.65,26,39,4,20,6,16.900000000000002,15,58.5,1
13,7,2,45,0.6,6,90,1,0,6,3.5999999999999996,26,27.0,1
8,9,0,30,0.38,27,52,4,15,3,10.26,0,11.4,1
5,3,1,60,0.37,23,63,4,11,3,8.51,5,22.2,1
17,4,1,80,0.71,28,50,2,6,7,19.88,17,56.8,1
5,9,0,45,0.75,13,37,1,0,7,9.75,0,33.75,1
13,1,0,25,0.15,11,59,2,0,1,1.65,0,3.75,1
9,1,0,30,0.42,9,97,1,22,4,3.78,0,12.6,1
17,5,2,5,0.57,26,41,2,23,5,14.819999999999999,34,2.8499999999999996,1
15,7,0,20,0.29,18,20,5,13,2,5.22,0,5.8,1
11,2,0,45,0.49,13,1,1,17,4,6.37,0,22.05,1
7,8,0,80,0.96,1,7,1,8,9,0.96,0,76.8,1
10,8,2,85,0.68,13,35,0,20,6,8.84,20,57.800000000000004,1
12,9,0,100,0.6,12,79,3,19,6,7.199999999999999,0,60.0,1
8,3,2,35,0.25,6,93,1,16,2,1.5,16,8.75,0
12,6,2,85,0.21,23,52,4,18,2,4.83,24,17.849999999999998,0
17,8,0,60,0.51,30,58,1,17,5,15.3,0,30.6,1
16,6,2,20,0.91,12,45,1,23,9,10.92,32,18.2,1
7,3,1,10,0.49,26,82,4,22,4,12.74,7,4.9,1
15,9,0,80,0.54,15,30,5,20,5,8.100000000000001,0,43.2,1
10,2,0,95,0.6,0,49,4,8,6,0.0,0,57.0,1
14,6,0,35,0.93,29,38,1,19,9,26.970000000000002,0,32.550000000000004,1
17,9,2,60,0.06,12,60,1,23,0,0.72,34,3.5999999999999996,0
7,6,2,70,0.19,2,8,3,12,1,0.38,14,13.3,0
12,7,2,75,0.81,17,53,3,21,8,13.770000000000001,24,60.75000000000001,1
16,3,2,100,0.48,17,9,4,1,4,8.16,32,48.0,1
10,9,1,45,0.91,16,74,4,7,9,14.56,10,40.95,1
8,0,1,35,0.69,8,6,5,13,6,5.52,8,24.15,1
7,4,0,65,0.12,22,31,1,4,1,2.6399999999999997,0,7.8,1
9,8,2,80,0.5,12,45,0,16,5,6.0,18,40.0,0
17,9,0,100,0.54,13,97,3,2,5,7.0200000000000005,0,54.0,1
8,2,2,50,0.02,7,47,3,5,0,0.14,16,1.0,0
9,7,1,35,0.6,11,61,6,4,6,6.6,9,21.0,1
17,6,2,85,0.32,0,60,1,17,3,0.0,34,27.2,0
15,4,0,85,0.65,22,46,4,0,6,14.3,0,55.25,1
5,9,2,95,0.91,13,56,5,22,9,11.83,10,86.45,1
14,2,2,45,0.64,28,41,5,0,6,17.92,28,28.8,1
10,1,1,100,0.03,16,97,3,23,0,0.48,10,3.0,0
8,5,2,100,0.49,8,29,6,9,4,3.92,16,49.0,0
10,3,1,50,0.62,12,13,5,1,6,7.4399999999999995,10,31.0,1
12,7,2,95,0.61,14,59,1,4,6,8.54,24,57.949999999999996,1
7,2,2,70,0.31,29,49,5,21,3,8.99,14,21.7,0
6,5,0,40,0.95,0,19,3,0,9,0.0,0,38.0,1
7,7,1,10,0.86,15,54,6,19,8,12.9,7,8.6,1
12,6,2,95,0.24,17,89,0,10,2,4.08,24,22.8,0
6,4,1,40,0.87,12,84,4,21,8,10.44,6,34.8,1
5,1,1,85,0.89,2,20,6,1,8,1.78,5,75.65,1
12,5,0,10,0.03,19,99,4,21,0,0.57,0,0.3,1
6,5,1,85,0.88,11,73,1,18,8,9.68,6,74.8,1
15,2,0,45,0.26,11,56,2,5,2,2.8600000000000003,0,11.700000000000001,1
8,2,0,20,0.3,17,79,2,8,3,5.1,0,6.0,1
17,1,0,100,0.8,18,74,2,20,8,14.4,0,80.0,1
6,7,1,95,0.6,6,7,1,17,6,3.5999999999999996,6,57.0,1
6,5,1,95,0.33,29,6,3,0,3,9.57,6,31.35,1
10,6,2,60,0.71,0,56,6,6,7,0.0,20,42.599999999999994,1
11,1,2,15,0.81,16,63,2,1,8,12.96,22,12.15,1
